,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,engine_unit,max_power_unit,mileage_unit
3688,Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462.0,103.2,138nm@ 4400rpm,6.0,CC,bhp,kmpl
3689,Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma,2017,650000,44000,Diesel,Dealer,Manual,First Owner,23.65,1248.0,88.5,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3697,Maruti Ritz VDi,2010,217000,120000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5.0,CC,bhp,kmpl
3701,Maruti Swift ZXI,2012,280000,70000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3702,Ford Classic 1.6 Duratec LXI,2013,350000,90000,Petrol,Individual,Manual,First Owner,14.09,1596.0,99.6,146Nm@ 3400rpm,5.0,CC,bhp,kmpl
3703,Mahindra XUV500 W10 2WD,2017,1150000,42000,Diesel,Individual,Manual,Second Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3704,Hyundai Grand i10 Magna,2016,420000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3705,Maruti Ciaz 1.4 Alpha,2017,810000,80000,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,130Nm@ 4000rpm,5.0,CC,bhp,kmpl
3706,Hyundai i20 1.2 Sportz,2011,290000,90000,Petrol,Individual,Manual,Third Owner,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5.0,CC,bhp,kmpl
3707,Chevrolet Beat LT,2012,180000,60000,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,108Nm@ 4400rpm,5.0,CC,bhp,kmpl
3708,Maruti Eeco 5 Seater AC BSIV,2010,160000,162000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0,CC,bhp,kmpl
3709,Tata Nano XE,2017,66000,70000,Petrol,Individual,Manual,Third Owner,23.9,624.0,37.48,51Nm@ 4000rpm,4.0,CC,bhp,kmpl
3710,Maruti Wagon R Stingray VXI,2015,369000,20000,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3711,Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,80000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
3712,Mahindra Bolero PLUS AC,2008,350000,90000,Diesel,Individual,Manual,First Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,CC,bhp,kmpl
3713,Hyundai i10 Asta Sunroof AT,2008,220000,120000,Petrol,Individual,Automatic,Second Owner,19.2,1197.0,80.0,"11.4@ 4,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3714,Chevrolet Tavera B3 LT L1 10 Seats BSIII,2005,160000,220000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,"19@ 1,800(kgm@ rpm)",10.0,CC,bhp,kmpl
3715,Maruti Swift Ldi BSIV,2009,221000,100000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3716,Tata Zest Revotron 1.2 XT,2017,400000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5.0,CC,bhp,kmpl
3717,Toyota Camry V4 (MT),2004,250000,120000,Petrol,Individual,Manual,Second Owner,13.4,2362.0,164.7,224Nm@ 4000rpm,5.0,CC,bhp,kmpl
3718,Mahindra Bolero DI BSIII,2011,390000,120000,Diesel,Individual,Manual,Fourth & Above Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,7.0,CC,bhp,kmpl
3719,Maruti Eeco 5 Seater AC BSIV,2012,190000,110000,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,5.0,CC,bhp,kmpl
3720,Renault KWID RXT,2017,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5.0,CC,bhp,kmpl
3721,Hyundai i20 1.4 Asta Dual Tone,2017,750000,27000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3722,Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3723,Honda Amaze i-VTEC Privilege Edition,2018,635000,40000,Petrol,Individual,Manual,First Owner,17.8,1198.0,86.7,109Nm@ 4500rpm,5.0,CC,bhp,kmpl
3724,Hyundai Verna 1.6 SX,2013,520000,88000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
3725,Mahindra Scorpio S11 4WD BSIV,2020,1500000,50000,Diesel,Individual,Manual,First Owner,16.36,2179.0,140.0,320Nm@ 1500-2800rpm,7.0,CC,bhp,kmpl
3726,Hyundai Verna 1.6 SX CRDi (O),2012,415000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
3727,Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,219.66nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3728,Maruti Swift LXI,2017,484999,26000,Petrol,Individual,Manual,Second Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5.0,CC,bhp,kmpl
3729,Ford Fiesta 1.4 Durasport EXI,2007,120000,80000,Petrol,Individual,Manual,Second Owner,16.6,1388.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3730,Hyundai EON Era Plus,2014,220000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3731,Hyundai i10 Magna,2014,320000,80000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3732,Maruti Swift VDI,2011,375000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3733,Hyundai Verna 1.6 SX CRDi (O),2012,440000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
3734,Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,CC,bhp,kmpl
3735,Maruti Swift ZDI BSIV,2017,640000,35000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3736,Toyota Etios GD,2014,420000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3737,Hyundai Grand i10 CRDi Sportz,2016,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3738,Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,250Nm@ 1500-3000rpm,5.0,CC,bhp,kmpl
3739,Maruti Wagon R LXI BS IV,2011,240000,64500,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3740,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,360000,100000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6.0,CC,bhp,kmpl
3741,Hyundai Verna 1.6 CRDi SX,2017,750000,40000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,259.9Nm@ 1900-2750rpm,5.0,CC,bhp,kmpl
3742,Hyundai i20 1.2 Magna Executive,2017,570000,15000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3743,Toyota Etios Liva GD,2015,450000,25000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3744,Maruti Ritz LXi,2016,270000,82000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3745,Maruti Ertiga VDI,2012,459999,87000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,CC,bhp,kmpl
3746,Maruti Alto K10 VXI,2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3747,Renault Duster 110PS Diesel RxZ,2012,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5.0,CC,bhp,kmpl
3748,Tata Manza Aura (ABS) Quadrajet BS IV,2011,149000,148000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3749,Mahindra Scorpio S11 BSIV,2018,1500000,40000,Diesel,Individual,Manual,First Owner,16.36,2179.0,140.0,320Nm@ 1500-2800rpm,7.0,CC,bhp,kmpl
3750,Hyundai Accent Executive,2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,124.6Nm@ 3500rpm,5.0,CC,bhp,kmpl
3751,Hyundai Santro Xing GLS LPG,2012,185000,70000,LPG,Individual,Manual,Second Owner,13.45,1086.0,62.1,96.1Nm@ 3000rpm,5.0,CC,bhp,km/kg
3752,Maruti 800 AC,2008,65000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4.0,CC,bhp,kmpl
3753,Tata Indigo LX,2010,130000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5.0,CC,bhp,kmpl
3754,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,330000,60000,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,160Nm@ 2000rpm,5.0,CC,bhp,kmpl
3755,Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3756,Maruti Swift VDI,2014,501000,68000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3757,Honda Amaze S i-DTEC,2017,600000,24500,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3758,Mahindra XUV500 W8 4WD,2012,570000,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7.0,CC,bhp,kmpl
3759,Honda Amaze VX O iDTEC,2015,450000,85000,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3760,Toyota Etios 1.5 V,2011,285000,45500,Petrol,Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5.0,CC,bhp,kmpl
3761,Maruti Swift VDI,2014,490000,67000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3762,Maruti Swift VDI,2014,500000,77000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3763,Hyundai EON Magna Plus,2016,275000,47000,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3764,Tata Tiago XT,2017,440000,57000,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,113Nm@ 3300rpm,5.0,CC,bhp,kmpl
3765,Hyundai i20 1.4 Asta Option,2018,825000,71500,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5.0,CC,bhp,kmpl
3766,Toyota Etios Liva 1.4 GD,2012,411000,110000,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3767,Maruti Swift Dzire VDI,2013,470000,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3768,Maruti Swift VDI,2013,445000,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3769,Maruti Baleno Zeta Diesel,2017,752000,28000,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3770,Skoda Rapid 1.5 TDI Style Plus Black Package,2016,650000,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498.0,103.52,250Nm@ 1500-2500rpm,5.0,CC,bhp,kmpl
3771,Maruti Swift VDI,2013,450000,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3772,Honda City 1.5 V MT,2011,350000,93500,Petrol,Dealer,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,CC,bhp,kmpl
3773,Maruti Swift VVT VXI,2012,511000,8500,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5.0,CC,bhp,kmpl
3774,Maruti Baleno Zeta 1.3,2016,700000,80000,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3777,Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,97000,Petrol,Individual,Manual,First Owner,16.6,1388.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3778,Tata New Safari DICOR 2.2 VX 4x2,2012,725000,90000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
3779,Hyundai i20 1.2 Asta Option,2017,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3780,Hyundai i20 Sportz 1.2,2015,480000,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3781,Maruti Alto K10 VXI,2016,330000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3782,Maruti Gypsy King Soft Top MPI BSIV,2017,500000,20000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,103Nm@ 4500rpm,8.0,CC,bhp,kmpl
3783,Volkswagen Polo Diesel Highline 1.2L,2012,300000,60300,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,180Nm@ 2000rpm,5.0,CC,bhp,kmpl
3784,Tata Zest Quadrajet 1.3 XM,2015,400000,35000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3785,Tata Safari DICOR 2.2 EX 4x2,2011,320000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7.0,CC,bhp,kmpl
3786,Hyundai i10 Magna 1.1L,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,CC,bhp,kmpl
3787,Maruti Baleno Sigma 1.3,2016,530000,58000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3788,Mahindra Bolero 2011-2019 Special Edition,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7.0,CC,bhp,kmpl
3789,Maruti Ertiga SHVS ZDI,2017,780000,66000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7.0,CC,bhp,kmpl
3790,Honda City i DTec SV,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3791,Chevrolet Beat Diesel,2013,175000,56315,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5.0,CC,bhp,kmpl
3792,Mahindra Bolero Power Plus SLE,2017,735000,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195Nm@ 1400-2200rpm,7.0,CC,bhp,kmpl
3793,Toyota Etios Liva GD,2013,325000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3794,Chevrolet Tavera LS B3 10 Seats BSII,2006,225000,100000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,"19@ 1,800(kgm@ rpm)",10.0,CC,bhp,kmpl
3795,Tata Zest Quadrajet 1.3 XM,2015,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,200Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3796,Maruti Wagon R LXI DUO BSIII,2006,110000,120000,LPG,Individual,Manual,Third Owner,17.3,1061.0,57.5,"7.8@ 4,500(kgm@ rpm)",5.0,CC,bhp,km/kg
3797,Maruti Zen Estilo LXI BSIII,2007,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3798,Toyota Corolla AE,2006,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794.0,125.0,"16.1@ 4,200(kgm@ rpm)",5.0,CC,bhp,kmpl
3799,Maruti Swift Dzire VDi,2009,225000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3800,Tata Indica Vista Terra Quadrajet 1.3L,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,190Nm@ 1750rpm,5.0,CC,bhp,kmpl
3801,Maruti Wagon R VXI Minor,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5.0,CC,bhp,kmpl
3802,Hyundai EON Era Plus,2017,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3803,Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,280Nm@ 1800-2800rpm,7.0,CC,bhp,kmpl
3804,Hyundai i10 Era,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,CC,bhp,kmpl
3805,Maruti Wagon R LXI,2006,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3806,Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5.0,CC,bhp,kmpl
3811,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499.0,110.4,140Nm@ 4400rpm,5.0,CC,bhp,kmpl
3812,Hyundai Grand i10 Sportz,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3814,Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
3815,Maruti Swift VDI BSIV,2014,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3816,Maruti Swift Dzire VDI,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3817,Honda Brio Exclusive Edition,2013,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5.0,CC,bhp,kmpl
3818,Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3819,Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,CC,bhp,kmpl
3820,Tata Indica Vista TDI LX,2013,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5.0,CC,bhp,kmpl
3821,Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8.0,CC,bhp,kmpl
3822,Toyota Etios Liva GD,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3823,Hyundai i10 Magna LPG,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,99.04Nm@ 4500rpm,5.0,CC,bhp,km/kg
3824,Hyundai EON D Lite Plus,2017,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5.0,CC,bhp,kmpl
3825,Toyota Platinum Etios 1.4 GD,2017,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3826,Maruti Eeco CNG 5 Seater AC BSIV,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,85Nm@ 3000rpm,5.0,CC,bhp,km/kg
3827,Hyundai Elantra SX,2013,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5.0,CC,bhp,kmpl
3828,Honda City 1.5 V MT,2010,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5.0,CC,bhp,kmpl
3829,Maruti Wagon R LXI,2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3830,Hyundai i10 Sportz 1.1L,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5.0,CC,bhp,kmpl
3850,Hyundai i20 1.2 Asta,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5.0,CC,bhp,kmpl
3851,Maruti Ertiga VDI,2014,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7.0,CC,bhp,kmpl
3852,Hyundai Sonata 2.4 GDi MT,2012,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359.0,198.25,250Nm@ 4250rpm,5.0,CC,bhp,kmpl
3853,Maruti Wagon R LXI CNG,2017,420000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5.0,CC,bhp,km/kg
3854,Toyota Etios GD,2016,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5.0,CC,bhp,kmpl
3855,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,7.0,CC,bhp,kmpl
3857,Maruti Alto LX,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5.0,CC,bhp,kmpl
3858,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,CC,bhp,kmpl
3859,Maruti Ritz LXi,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3860,Maruti Swift Dzire VDi,2010,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3861,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1400-3400rpm,8.0,CC,bhp,kmpl
3862,Renault Duster 85PS Diesel RxL Optional,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,200Nm@ 1900rpm,5.0,CC,bhp,kmpl
3863,Maruti Swift Dzire LXi,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3864,Honda Amaze VX i-DTEC,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498.0,98.6,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3865,Chevrolet Spark 1.0 LS,2010,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5.0,CC,bhp,kmpl
3866,Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
3867,Maruti Alto K10 VXI,2014,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5.0,CC,bhp,kmpl
3868,Hyundai Verna 1.4 CRDi,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,219.7Nm@ 1750-2750rpm,5.0,CC,bhp,kmpl
3869,Maruti Swift VDI BSIV,2014,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5.0,CC,bhp,kmpl
3870,Maruti Ritz LXi,2016,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,114Nm@ 4000rpm,5.0,CC,bhp,kmpl
3872,Skoda Octavia Ambition 2.0 TDI MT,2014,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968.0,141.0,320Nm@ 1750-3000rpm,5.0,CC,bhp,kmpl
3873,Toyota Innova 2.5 V Diesel 7-seater,2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,bhp,kmpl
3874,Toyota Innova 2.5 V Diesel 7-seater,2010,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),7.0,CC,bhp,kmpl
3875,Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,180Nm@ 1440-1500rpm,9.0,CC,bhp,kmpl
3876,Maruti Ciaz ZDi Plus SHVS,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5.0,CC,bhp,kmpl
